timestamp_ms,side_cm
1765068583175,8.812702772597731
1765068583327,8.812702772597731
1765068583357,8.812702772597731
1765068583387,8.812702772597731
1765068583417,5.885724752612077
1765068583482,5.885724752612077
1765068583512,5.885724752612077
1765068583542,5.885724752612077
1765068583572,7.174563071861486
1765068583637,10.194015341303384
1765068583667,10.194015341303384
1765068583696,10.194015341303384
1765068583726,194.18793160417317
1765068583791,216.54847154520667
1765068583821,216.54847154520667
1765068583851,194.18793160417317
1765068583881,194.18793160417317
1765068583945,194.18793160417317
1765068583975,194.18793160417317
1765068584005,194.18793160417317
1765068584035,194.18793160417317
1765068584100,194.18793160417317
1765068584130,194.18793160417317
1765068584160,194.18793160417317
1765068584190,58.59822353771323
1765068584254,57.58589829842822
1765068584284,57.58589829842822
1765068584314,57.58589829842822
1765068584344,57.58589829842822
1765068584410,57.58589829842822
1765068584440,57.58589829842822
1765068584470,58.59822353771323
1765068584500,58.59822353771323
1765068584564,58.59822353771323
1765068584594,58.59822353771323
1765068584624,99.48520936177556
1765068584654,99.48520936177556
1765068584719,209.61036311348286
1765068584749,209.61036311348286
1765068584779,209.61036311348286
