timestamp_ms,front_cm
1765068520488,248.15526879825939
1765068520553,248.17212287333678
1765068520583,248.17212287333678
1765068520613,248.17212287333678
1765068520643,248.17976039781024
1765068520707,248.17976039781024
1765068520737,248.17976039781024
1765068520767,248.17976039781024
1765068520797,248.17976039781024
1765068520861,248.17976039781024
1765068520891,248.14162422487422
1765068520921,248.14162422487422
1765068520951,247.79517190247677
1765068521016,18.126633788179788
1765068521046,18.126633788179788
1765068521076,18.126633788179788
1765068521106,16.849243185938576
1765068521170,16.51552583096054
1765068521200,16.51552583096054
1765068521230,16.51552583096054
1765068521260,16.51552583096054
1765068521325,16.51552583096054
1765068521355,16.51552583096054
1765068521385,16.51552583096054
1765068521415,16.51552583096054
1765068521479,16.51552583096054
1765068521509,17.162639576503352
1765068521539,17.162639576503352
1765068521569,17.481425138904342
1765068521634,22.956216181015407
1765068521664,22.956216181015407
1765068521694,23.551514838990443
1765068521724,23.551514838990443
1765068521789,25.02597101487845
1765068521819,25.02597101487845
1765068521849,25.323783378934422
1765068521879,25.323783378934422
1765068521943,28.286683560465463
1765068521973,28.286683560465463
1765068522003,171.8234956643173
