timestamp_ms,ax,ay,az
1765065115648,0.4707192,-7.256920999999999,0.196133
1765065115689,0.9022117999999999,-9.492837199999999,0.6668522
1765065115695,1.4906107999999998,-10.1204628,0.980665
1765065115701,0.6276256,-10.3165958,0.9414384
1765065115707,0.6276256,-10.3165958,0.9414384
1765065115713,0.0784532,-10.2381426,0.784532
1765065115719,0.0784532,-10.2381426,0.784532
1765065115725,-0.784532,-9.924329799999999,0.5491724
1765065115731,0.0,-9.0613446,0.196133
1765065115737,0.0,-9.0613446,0.196133
1765065115743,0.2745862,-8.8652116,0.196133
1765065115749,0.2745862,-8.8652116,0.196133
1765065115755,0.0,-9.3751574,0.2353596
1765065115761,-0.2745862,-9.6889702,0.1569064
1765065115767,-0.2745862,-9.6889702,0.1569064
1765065115773,-0.1569064,-9.2574776,0.1176798
1765065115779,-0.1569064,-9.2574776,0.1176798
1765065115785,0.2353596,-9.610517,0.2745862
1765065115791,0.0784532,-9.649743599999999,0.392266
1765065115797,0.0784532,-9.649743599999999,0.392266
1765065115803,-0.4707192,-9.7674234,0.5491724
1765065115844,-1.6475172,-10.5127288,0.0784532
1765065115850,-1.6475172,-10.5127288,0.0784532
1765065115856,-0.9022117999999999,-10.787315,0.2353596
1765065115862,0.0,-10.6696352,0.5491724
1765065115868,0.0,-10.6696352,0.5491724
1765065115874,0.0784532,-9.6889702,0.1569064
1765065115880,0.0784532,-9.6889702,0.1569064
1765065115886,0.3138128,-8.8652116,-0.0784532
1765065115892,0.3138128,-8.8652116,-0.0784532
1765065115898,0.4707192,-9.80665,0.392266
1765065115904,0.1176798,-10.277369199999999,0.7060788
1765065115910,0.1176798,-10.277369199999999,0.7060788
1765065115916,-0.0784532,-10.198916,0.5883989999999999
1765065115922,-0.0784532,-10.198916,0.5883989999999999
1765065115928,-0.4707192,-9.80665,0.6668522
1765065115934,-0.392266,-9.2967042,0.5883989999999999
1765065115940,-0.392266,-9.2967042,0.5883989999999999
1765065115946,-0.3138128,-9.3359308,0.784532
1765065115952,-0.3138128,-9.3359308,0.784532
1765065115958,-0.784532,-9.571290399999999,0.8237586
1765065115999,0.784532,-9.7281968,0.9022117999999999
1765065116005,0.7453053999999999,-9.571290399999999,1.0198916
1765065116011,0.7453053999999999,-9.571290399999999,1.0198916
1765065116017,0.196133,-9.2967042,0.9414384
1765065116023,0.196133,-9.2967042,0.9414384
1765065116029,-0.1176798,-9.1005712,1.0198916
1765065116035,-0.1176798,-9.1005712,1.0198916
1765065116041,0.0,-9.6889702,1.0198916
1765065116047,-0.1176798,-10.4342756,1.2944778
1765065116053,-0.1176798,-10.4342756,1.2944778
1765065116059,-0.196133,-10.2381426,1.2552512
1765065116065,-0.196133,-10.2381426,1.2552512
1765065116071,-0.0784532,-9.924329799999999,1.2944778
1765065116077,0.0784532,-9.5320638,1.1767979999999998
1765065116083,0.0784532,-9.5320638,1.1767979999999998
1765065116089,0.2353596,-9.610517,1.2160246
1765065116095,0.2353596,-9.610517,1.2160246
1765065116101,0.2745862,-9.80665,1.3729310000000001
1765065116107,0.7060788,-9.9635564,1.2552512
1765065116113,0.7060788,-9.9635564,1.2552512
1765065116153,1.3337044,-8.7867584,1.0591182
1765065116159,1.2552512,-9.2574776,1.0198916
1765065116165,1.2552512,-9.2574776,1.0198916
1765065116171,0.2745862,-9.7674234,1.1375714
1765065116177,0.0,-10.0420096,1.1767979999999998
1765065116183,0.0,-10.0420096,1.1767979999999998
1765065116189,0.1569064,-10.2381426,1.3337044
1765065116195,0.1569064,-10.2381426,1.3337044
1765065116201,0.2353596,-9.6889702,1.0198916
1765065116207,0.6668522,-8.9044382,0.9414384
1765065116213,0.6668522,-8.9044382,0.9414384
1765065116219,0.4707192,-8.7083052,0.9414384
1765065116225,0.4707192,-8.7083052,0.9414384
1765065116231,0.5883989999999999,-8.433719,1.2160246
1765065116237,0.5883989999999999,-8.433719,1.2160246
1765065116243,0.3138128,-8.0806796,1.0983448
1765065116249,0.1176798,-7.9629998,1.2160246
1765065116255,0.1176798,-7.9629998,1.2160246
1765065116261,0.6668522,-8.0022264,1.4121576
1765065116267,0.6668522,-8.0022264,1.4121576
1765065116308,-0.2353596,-7.3746008,0.5883989999999999
1765065116314,-0.8629851999999999,-6.5508422,0.3138128
1765065116320,-0.196133,-6.4331624,0.3530394
1765065116326,-0.196133,-6.4331624,0.3530394
1765065116332,0.196133,-6.7469752000000005,0.784532
1765065116338,0.196133,-6.7469752000000005,0.784532
1765065116344,-0.1176798,-6.3939357999999995,0.2353596
1765065116350,-0.2353596,-7.217694399999999,0.2745862
1765065116356,-0.2353596,-7.217694399999999,0.2745862
1765065116362,0.1569064,-7.9237732,0.196133
1765065116368,0.1569064,-7.9237732,0.196133
1765065116374,-0.0784532,-8.1199062,0.0784532
1765065116380,-0.1176798,-8.747531799999999,0.196133
1765065116386,-0.1176798,-8.747531799999999,0.196133
1765065116392,-0.7060788,-8.7083052,0.1569064
1765065116398,-0.7060788,-8.7083052,0.1569064
1765065116404,-0.2745862,-9.3751574,0.3138128
1765065116410,0.196133,-9.492837199999999,0.1569064
1765065116416,0.196133,-9.492837199999999,0.1569064
1765065116422,0.43149259999999995,-9.414383999999998,0.0
1765065116463,1.3337044,-10.591182,-0.5491724
1765065116469,1.3337044,-10.591182,-0.5491724
1765065116475,1.4513842,-10.9442214,-0.5099458
1765065116481,1.4513842,-10.9442214,-0.5099458
1765065116487,1.0591182,-10.395049,-0.7060788
1765065116493,0.8629851999999999,-10.198916,-0.8629851999999999
1765065116499,0.8629851999999999,-10.198916,-0.8629851999999999
1765065116505,1.0983448,-10.198916,-0.784532
1765065116511,1.0983448,-10.198916,-0.784532
1765065116517,1.569064,-9.924329799999999,-0.980665
1765065116523,1.6082906,-9.649743599999999,-0.980665
1765065116529,1.6082906,-9.649743599999999,-0.980665
1765065116535,1.6867438000000001,-10.1204628,-0.7060788
1765065116541,1.6867438000000001,-10.1204628,-0.7060788
1765065116547,1.4513842,-9.924329799999999,-1.0983448
1765065116553,1.6475172,-10.0812362,-1.0198916
1765065116559,1.6475172,-10.0812362,-1.0198916
1765065116565,1.6082906,-10.5519554,-0.9414384
1765065116571,1.6082906,-10.5519554,-0.9414384
1765065116577,1.5298374,-10.591182,-0.9022117999999999
1765065116618,1.3337044,-9.571290399999999,-0.980665
1765065116624,1.0198916,-9.2574776,-1.1375714
1765065116630,1.0198916,-9.2574776,-1.1375714
1765065116636,0.9022117999999999,-9.5320638,-1.2160246
1765065116642,0.9022117999999999,-9.5320638,-1.2160246
1765065116648,1.6082906,-10.3165958,-1.1375714
1765065116654,1.8436502,-10.5127288,-1.0983448
1765065116660,1.8436502,-10.5127288,-1.0983448
1765065116666,1.765197,-10.2381426,-0.784532
1765065116672,1.765197,-10.2381426,-0.784532
1765065116678,1.4121576,-9.8851032,-0.8237586
1765065116684,1.4121576,-9.8851032,-0.8237586
1765065116690,0.7060788,-8.7083052,-0.980665
1765065116696,0.8629851999999999,-8.825985,-1.1375714
1765065116702,0.8629851999999999,-8.825985,-1.1375714
1765065116708,0.8237586,-9.3359308,-0.7060788
1765065116714,0.8237586,-9.3359308,-0.7060788
1765065116720,0.8237586,-8.5513988,-1.4906107999999998
1765065116726,1.7259703999999998,-10.002782999999999,-1.0983448
1765065116732,1.7259703999999998,-10.002782999999999,-1.0983448
1765065116774,1.0983448,-10.0812362,-0.6668522
1765065116780,1.0983448,-9.1397978,-0.7060788
1765065116786,1.0983448,-9.1397978,-0.7060788
1765065116792,1.569064,-8.747531799999999,-1.1767979999999998
1765065116798,1.96133,-9.218251,-1.2552512
1765065116804,1.96133,-9.218251,-1.2552512
1765065116810,1.3337044,-9.9635564,-1.1767979999999998
1765065116816,1.3337044,-9.9635564,-1.1767979999999998
1765065116822,0.7453053999999999,-9.9635564,-1.0983448
1765065116828,0.4707192,-10.4342756,-0.980665
1765065116834,0.4707192,-10.4342756,-0.980665
1765065116840,0.5883989999999999,-9.6889702,-1.1767979999999998
1765065116846,0.5883989999999999,-9.6889702,-1.1767979999999998
1765065116852,0.9414384,-9.414383999999998,-1.1767979999999998
1765065116858,0.980665,-9.610517,-0.8629851999999999
1765065116864,0.980665,-9.610517,-0.8629851999999999
1765065116870,0.7453053999999999,-8.825985,-0.8629851999999999
1765065116876,0.7453053999999999,-8.825985,-0.8629851999999999
1765065116882,0.6668522,-8.669078599999999,-0.7453053999999999
1765065116888,0.6668522,-8.669078599999999,-0.7453053999999999
1765065116928,0.784532,-10.3165958,-1.2552512
1765065116934,0.784532,-10.3165958,-1.2552512
1765065116940,0.43149259999999995,-9.6889702,-1.3729310000000001
1765065116946,0.43149259999999995,-9.6889702,-1.3729310000000001
1765065116952,1.0591182,-10.3558224,-1.2552512
1765065116958,1.0591182,-10.3558224,-1.2552512
1765065116964,0.980665,-11.0226746,-1.1767979999999998
1765065116970,0.9022117999999999,-10.4342756,-1.569064
1765065116976,0.9022117999999999,-10.4342756,-1.569064
1765065116982,1.569064,-10.5127288,-1.765197
1765065116988,1.569064,-10.5127288,-1.765197
1765065116994,1.8828768,-10.0812362,-1.96133
1765065117000,2.1182364,-9.80665,-2.0397832
1765065117006,2.1182364,-9.80665,-2.0397832
1765065117012,2.3535959999999996,-10.3165958,-1.7259703999999998
1765065117018,2.3535959999999996,-10.3165958,-1.7259703999999998
1765065117024,1.8044235999999998,-10.1204628,-1.6475172
1765065117030,1.569064,-10.002782999999999,-1.6867438000000001
1765065117036,1.569064,-10.002782999999999,-1.6867438000000001
1765065117042,1.4906107999999998,-10.0420096,-1.6475172
1765065117083,1.0983448,-10.277369199999999,-1.569064
1765065117089,1.0983448,-10.277369199999999,-1.569064
1765065117095,1.0591182,-9.8851032,-1.569064
1765065117101,1.0591182,-9.610517,-1.7259703999999998
1765065117107,1.0591182,-9.610517,-1.7259703999999998
1765065117113,1.0983448,-9.845876599999999,-1.7259703999999998
1765065117119,1.0983448,-9.845876599999999,-1.7259703999999998
1765065117125,1.2160246,-9.1397978,-1.8436502
1765065117131,1.2160246,-9.1397978,-1.8436502
1765065117137,1.765197,-9.845876599999999,-1.765197
1765065117143,1.8044235999999998,-9.8851032,-1.8436502
1765065117149,1.8044235999999998,-9.8851032,-1.8436502
1765065117155,1.6475172,-9.3751574,-1.8828768
1765065117161,1.6475172,-9.3751574,-1.8828768
1765065117167,1.9221034,-9.3751574,-1.8828768
1765065117173,1.8436502,-9.845876599999999,-1.8436502
1765065117179,1.8436502,-9.845876599999999,-1.8436502
1765065117185,1.4906107999999998,-9.80665,-1.8436502
1765065117191,1.4906107999999998,-9.80665,-1.8436502
