timestamp_ms,front_cm
1765065033326,32.871281283104054
1765065033391,32.619877660253906
1765065033421,32.619877660253906
1765065033451,32.619877660253906
1765065033481,32.619877660253906
1765065033545,31.28214194819043
1765065033575,31.28214194819043
1765065033605,30.756147488852093
1765065033635,30.756147488852093
1765065033700,30.235525046336303
1765065033730,30.235525046336303
1765065033760,29.58334821080143
1765065033790,29.58334821080143
1765065033854,29.540766809339175
1765065033884,29.540766809339175
1765065033914,29.540766809339175
1765065033944,29.540766809339175
1765065034009,29.540766809339175
1765065034039,29.540766809339175
1765065034069,29.540766809339175
1765065034099,29.540766809339175
1765065034163,30.235525046336303
1765065034193,30.235525046336303
1765065034223,30.235525046336303
1765065034253,29.540766809339175
1765065034318,25.916902335546183
1765065034348,25.916902335546183
1765065034378,25.02794474681013
1765065034408,25.02794474681013
1765065034474,22.361689861579862
1765065034504,17.492890022633446
1765065034534,17.492890022633446
1765065034564,16.822915153101576
1765065034628,16.822915153101576
1765065034658,16.822915153101576
1765065034688,16.822915153101576
1765065034718,16.822915153101576
1765065034783,16.822915153101576
1765065034813,16.822915153101576
1765065034843,16.805752155096116
