timestamp_ms,ax,ay,az
1765068094340,-0.3530394,-1.8044235999999998,9.924329799999999
1765068094381,2.6674088,-5.4524974,8.3552658
1765068094387,2.6674088,-5.4524974,8.3552658
1765068094393,3.0204481999999997,-5.530950600000001,8.4729456
1765068094399,3.0204481999999997,-5.530950600000001,8.4729456
1765068094405,2.7458620000000002,-5.4917240000000005,8.669078599999999
1765068094411,2.7458620000000002,-5.4917240000000005,8.669078599999999
1765068094417,1.8828768,-5.0602314,8.9436648
1765068094423,1.0198916,-4.6287388,9.6889702
1765068094429,1.0198916,-4.6287388,9.6889702
1765068094435,0.196133,-4.3933792,10.0420096
1765068094441,0.196133,-4.3933792,10.0420096
1765068094447,-0.196133,-3.6088471999999996,9.845876599999999
1765068094453,-0.6276256,-3.0596748,9.4536106
1765068094459,-0.6276256,-3.0596748,9.4536106
1765068094465,-0.9022117999999999,-2.9812215999999996,9.022118
1765068094471,-0.9022117999999999,-2.9812215999999996,9.022118
1765068094477,-0.980665,-3.138128,8.669078599999999
1765068094483,-0.980665,-3.0989014,8.2768126
1765068094489,-0.980665,-3.0989014,8.2768126
1765068094495,-1.2552512,-3.0596748,7.9629998
1765068094536,-0.1176798,-3.4127142,8.747531799999999
1765068094542,-0.1176798,-3.4127142,8.747531799999999
1765068094548,0.0392266,-3.4911673999999997,8.9436648
1765068094554,0.0392266,-3.4911673999999997,8.9436648
1765068094560,0.43149259999999995,-3.8049801999999997,9.022118
1765068094566,0.5491724,-3.8834334,9.218251
1765068094572,0.5491724,-3.8834334,9.218251
1765068094578,0.6668522,-3.6873004,9.1397978
1765068094584,0.6668522,-3.6873004,9.1397978
1765068094590,0.784532,-3.5696205999999995,9.1005712
1765068094596,1.0591182,-4.6287388,10.0812362
1765068094602,1.0591182,-4.6287388,10.0812362
1765068094608,0.980665,-4.0795664,9.571290399999999
1765068094614,0.980665,-4.0795664,9.571290399999999
1765068094620,0.3138128,-3.530394,8.394492399999999
