timestamp_ms,front_cm
1765068153608,247.6970682017254
1765068153672,248.06097527443308
1765068153702,248.06097527443308
1765068153732,248.06097527443308
1765068153762,248.06257145557717
1765068153827,248.10262989540388
1765068153857,248.10262989540388
1765068153887,248.10262989540388
1765068153917,248.10262989540388
1765068153981,248.06257145557717
1765068154011,248.06257145557717
1765068154041,247.76412404382242
1765068154071,247.76412404382242
1765068154135,247.64746712554825
1765068154165,247.29560846069126
1765068154195,247.29560846069126
1765068154225,11.137534099785626
1765068154290,11.107962243521797
1765068154320,11.107962243521797
1765068154350,10.085150436283584
1765068154380,10.085150436283584
1765068154444,10.085150436283584
1765068154474,9.766347703259271
1765068154504,9.766347703259271
1765068154534,9.766347703259271
1765068154599,9.444386980412673
1765068154629,9.436749455939207
1765068154659,9.436749455939207
1765068154689,9.444386980412673
1765068154754,9.436114423850086
1765068154784,9.436114423850086
1765068154814,9.766347703259271
1765068154844,9.766347703259271
1765068154909,9.527335764141753
1765068154939,9.527335764141753
1765068154969,9.527335764141753
1765068154999,9.527335764141753
1765068155063,9.770810082896787
1765068155093,9.770810082896787
1765068155123,9.779065500055367
