timestamp_ms,side_cm
1765068136896,216.79784995157206
1765068136961,216.7756066890488
1765068136991,216.7756066890488
1765068137021,216.7756066890488
1765068137051,216.74730491257287
1765068137115,216.60365059202832
1765068137145,216.60365059202832
1765068137175,216.60365059202832
1765068137205,216.74730491257287
1765068137270,216.7756066890488
1765068137300,216.7756066890488
1765068137330,216.7756066890488
1765068137360,216.79784995157206
1765068137424,216.79784995157206
1765068137454,216.79784995157206
1765068137484,216.79784995157206
1765068137514,216.90717824488638
1765068137578,216.95516598490573
1765068137608,216.95516598490573
1765068137638,216.95516598490573
1765068137668,216.95516598490573
1765068137733,216.95516598490573
1765068137763,216.95516598490573
1765068137793,216.95516598490573
1765068137823,216.95516598490573
1765068137887,217.66204132005166
1765068137917,217.66204132005166
1765068137947,217.66204132005166
1765068137977,217.76122628617304
1765068138043,217.76122628617304
1765068138073,217.76122628617304
1765068138103,217.76122628617304
1765068138133,245.6052245785104
1765068138197,245.6052245785104
1765068138227,247.29487045169117
1765068138257,247.29487045169117
1765068138287,247.6676851286602
1765068138352,247.6676851286602
1765068138382,247.6676851286602
1765068138412,247.6676851286602
