timestamp_ms,side_cm
1765068629887,8.153163005978058
1765068629952,8.153163005978058
1765068629982,8.153163005978058
1765068630012,8.153163005978058
1765068630042,7.837552604022675
1765068630107,7.837552604022675
1765068630137,7.500969003722275
1765068630166,7.500969003722275
1765068630196,7.500969003722275
1765068630261,7.500969003722275
1765068630291,7.500969003722275
1765068630321,7.500969003722275
1765068630351,7.837552604022675
1765068630415,7.837552604022675
1765068630445,8.147773834141844
1765068630475,8.147773834141844
1765068630505,9.5087482365916
1765068630570,13.1645187216709
1765068630600,13.1645187216709
1765068630630,17.304354459533897
1765068630660,17.304354459533897
1765068630724,18.628153822493005
1765068630754,18.628153822493005
1765068630784,21.24173546752354
1765068630814,21.24173546752354
1765068630879,21.562426110582237
1765068630909,21.562426110582237
1765068630939,24.94168351569715
1765068630969,24.94168351569715
1765068631034,27.393160630790586
1765068631064,27.393160630790586
1765068631094,27.393160630790586
1765068631124,27.393160630790586
1765068631188,21.562426110582237
1765068631218,21.562426110582237
1765068631248,21.562426110582237
1765068631278,21.562426110582237
1765068631343,16.646754130428235
1765068631373,16.646754130428235
1765068631403,12.55490613258462
