timestamp_ms,front_cm
1765061934607,9.763893396800086
1765061934672,8.080941100880409
1765061934702,8.080941100880409
1765061934732,8.080941100880409
1765061934762,8.080941100880409
1765061934826,8.080941100880409
1765061934856,8.080941100880409
1765061934886,8.080941100880409
1765061934917,8.080941100880409
1765061934981,6.81341922073625
1765061935011,6.81341922073625
1765061935041,6.798178481816648
1765061935071,6.798178481816648
1765061935136,6.81341922073625
1765061935166,6.81341922073625
1765061935196,6.81341922073625
1765061935226,6.81341922073625
1765061935291,6.798178481816648
1765061935321,6.798178481816648
1765061935351,6.158685105733639
1765061935381,6.158685105733639
1765061935445,6.158685105733639
1765061935475,6.158685105733639
1765061935505,5.839573441976427
1765061935535,5.839573441976427
1765061935600,5.839573441976427
1765061935630,5.839573441976427
1765061935660,5.839573441976427
1765061935690,5.839573441976427
1765061935755,6.1587022607473045
1765061935785,6.1587022607473045
1765061935815,6.1587022607473045
1765061935845,6.1587022607473045
1765061935910,6.16155131983669
1765061935940,6.16155131983669
1765061935970,7.019066297288192
1765061936000,7.019066297288192
1765061936065,7.204358036960912
1765061936095,7.204358036960912
1765061936125,7.741199526367382
