timestamp_ms,side_cm
1765061385698,16.31518211995717
1765061385763,16.31423815713515
1765061385793,16.31423815713515
1765061385823,16.31423815713515
1765061385853,16.31423815713515
1765061385918,12.555523994050418
1765061385947,12.555523994050418
1765061385978,12.555523994050418
1765061386008,12.908343776743095
1765061386072,12.908343776743095
1765061386102,12.908343776743095
1765061386132,12.908343776743095
1765061386162,12.908343776743095
1765061386227,12.908343776743095
1765061386257,13.916618544034462
1765061386287,13.916618544034462
1765061386317,14.609866445199259
1765061386382,15.63115075378664
1765061386412,15.63115075378664
1765061386442,15.63115075378664
1765061386472,17.624135496626877
1765061386536,18.605704621757468
1765061386566,18.605704621757468
1765061386596,22.855829786380127
1765061386626,22.855829786380127
1765061386691,24.35072708982534
1765061386721,25.608500395406736
1765061386751,25.608500395406736
1765061386781,26.49405969925192
1765061386846,26.717195851751057
1765061386876,26.717195851751057
1765061386906,29.382472468034393
1765061386936,29.382472468034393
1765061387001,29.590350710990602
1765061387031,29.590350710990602
1765061387061,29.590350710990602
1765061387091,29.590350710990602
1765061387156,29.66852818434927
1765061387186,29.66852818434927
1765061387216,29.66852818434927
