timestamp_ms,side_cm
1765061505202,218.04206445883665
1765061505977,218.04206445883665
1765061506007,217.88155609443402
1765061506037,217.88155609443402
1765061506067,217.88155609443402
1765061506132,217.88155609443402
1765061506162,217.88155609443402
1765061506192,217.88155609443402
1765061506222,217.88155609443402
1765061506286,217.8707433939053
1765061506316,211.97652296028537
1765061506346,211.97652296028537
1765061506376,211.97652296028537
1765061506441,210.617402142233
1765061506471,210.617402142233
1765061506501,210.617402142233
1765061506531,210.617402142233
1765061506595,210.26739709299272
1765061506625,210.26739709299272
1765061506655,210.26739709299272
1765061506685,210.26739709299272
1765061506750,209.7709058347418
1765061506780,209.7709058347418
1765061506810,209.7709058347418
1765061506840,209.7709058347418
1765061506905,209.7709058347418
1765061506935,215.90255919695846
1765061506965,215.90255919695846
1765061506995,215.90255919695846
1765061507060,215.90255919695846
1765061507090,215.90255919695846
1765061507120,215.90255919695846
1765061507150,215.90255919695846
1765061507214,213.29390335107928
1765061507244,215.90255919695846
1765061507274,215.90255919695846
1765061507304,215.90255919695846
1765061507368,215.90255919695846
1765061507398,215.90255919695846
1765061507428,215.90255919695846
