timestamp_ms,front_cm
1765062074293,247.92789337495833
1765062074437,247.92789337495833
1765062074467,247.92789337495833
1765062074497,247.92789337495833
1765062074527,247.92758444422543
1765062074592,247.92758444422543
1765062074622,247.92758444422543
1765062074652,247.92758444422543
1765062074682,247.92789337495833
1765062074746,248.28641129143944
1765062074776,248.28641129143944
1765062074806,248.28641129143944
1765062074836,248.28641129143944
1765062074901,248.28641129143944
1765062074931,248.28641129143944
1765062074961,248.28641129143944
1765062074991,248.28641129143944
1765062075055,248.28641129143944
1765062075085,248.28641129143944
1765062075115,248.28641129143944
1765062075145,248.2896036068987
1765062075210,248.29943800335877
1765062075240,248.29943800335877
1765062075269,248.29943800335877
1765062075299,248.2896036068987
1765062075364,248.2896036068987
1765062075394,248.29755006210505
1765062075424,248.29755006210505
1765062075454,248.29755006210505
1765062075519,248.29755006210505
1765062075549,248.29755006210505
1765062075579,248.29755006210505
1765062075609,248.29212656463184
1765062075673,248.29212656463184
1765062075703,248.29212656463184
1765062075733,248.29212656463184
1765062075763,248.29212656463184
1765062075828,248.29212656463184
1765062075858,248.28483228091864
1765062075888,248.28483228091864
