timestamp_ms,front_cm
1765067651080,248.05011110886332
1765067651220,247.75732748965038
1765067651250,247.75732748965038
1765067651280,247.75732748965038
1765067651310,247.6928117759098
1765067651375,247.68901873838877
1765067651405,247.68901873838877
1765067651435,247.65783357718644
1765067651465,247.65783357718644
1765067651530,247.65783357718644
1765067651560,247.28023040361404
1765067651590,247.28023040361404
1765067651620,16.832080211347602
1765067651684,16.601958705868128
1765067651714,16.601958705868128
1765067651744,16.270747122390276
1765067651774,16.270747122390276
1765067651839,16.269477058212033
1765067651869,16.269477058212033
1765067651899,15.949713207352033
1765067651929,15.949713207352033
1765067651993,15.505672068758031
1765067652023,15.505672068758031
1765067652053,15.505672068758031
1765067652083,15.505672068758031
1765067652148,15.949713207352033
1765067652178,15.949713207352033
1765067652208,15.949713207352033
1765067652238,15.949713207352033
1765067652303,16.177311739488687
1765067652333,16.177311739488687
1765067652363,16.177311739488687
1765067652393,16.177311739488687
1765067652458,16.260912710320554
1765067652488,16.49324824280029
1765067652518,16.49324824280029
1765067652548,16.49324824280029
1765067652612,16.82286366074368
1765067652642,17.547262397473787
1765067652672,17.547262397473787
