timestamp_ms,side_cm
1765067640508,16.65761831160762
1765067640574,16.65536995897037
1765067640604,16.65536995897037
1765067640634,16.63758909169428
1765067640664,16.63758909169428
1765067640729,16.32767679230801
1765067640759,16.32767679230801
1765067640789,16.32767679230801
1765067640819,16.32448447684874
1765067640884,16.321961503505918
1765067640914,16.321961503505918
1765067640944,16.321961503505918
1765067640974,16.321961503505918
1765067641038,16.32448447684874
1765067641068,16.32448447684874
1765067641098,16.32448447684874
1765067641128,16.32448447684874
1765067641193,16.32767679230801
1765067641223,16.413491790140142
1765067641253,16.413491790140142
1765067641283,16.413491790140142
1765067641348,16.413491790140142
1765067641378,16.413491790140142
1765067641408,16.413491790140142
1765067641438,16.413491790140142
1765067641502,16.413491790140142
1765067641532,16.413491790140142
1765067641562,16.413491790140142
1765067641592,13.943427163106206
1765067641657,13.941522066838843
1765067641687,13.941522066838843
1765067641717,13.933575596022822
1765067641747,13.933575596022822
1765067641812,13.933575596022822
1765067641842,13.933575596022822
1765067641872,13.608405402703283
1765067641902,13.608405402703283
1765067641966,12.586812147773344
1765067641996,11.89770052488984
1765067642026,11.89770052488984
