timestamp_ms,front_cm
1765063795563,247.72087327487804
1765063795628,247.70784655710509
1765063795658,247.70784655710509
1765063795688,247.70784655710509
1765063795717,247.70784655710509
1765063795782,247.70784655710509
1765063795812,247.70784655710509
1765063795842,247.70784655710509
1765063795872,247.70784655710509
1765063795936,247.72087327487804
1765063795966,247.70784655710509
1765063795996,247.70784655710509
1765063796026,247.59247687168124
1765063796091,247.59247687168124
1765063796121,10.10919579279755
1765063796151,10.10919579279755
1765063796181,9.432218421125299
1765063796245,9.094364766402691
1765063796275,9.094364766402691
1765063796305,9.094364766402691
1765063796335,9.094364766402691
1765063796400,9.094364766402691
1765063796430,9.094364766402691
1765063796460,9.094364766402691
1765063796490,9.094364766402691
1765063796554,9.094364766402691
1765063796584,9.094364766402691
1765063796614,196.78460768957325
1765063796644,196.78460768957325
1765063796709,247.30068870959937
1765063796739,247.30068870959937
1765063796769,247.6680970499625
1765063796799,247.6680970499625
1765063796864,247.961773143542
1765063796894,247.961773143542
1765063796923,248.02088251482303
1765063796953,248.02088251482303
1765063797018,248.06348108105496
1765063797048,248.06348108105496
1765063797078,248.06569510805522
