timestamp_ms,front_cm
1765061795835,3.917986804555767
1765061795900,3.6814978387810697
1765061795930,3.613806948985257
1765061795960,3.613806948985257
1765061795990,3.613806948985257
1765061796054,3.279763492651
1765061796084,3.279763492651
1765061796114,3.279763492651
1765061796144,3.279763492651
1765061796209,3.279763492651
1765061796239,3.279763492651
1765061796269,3.279763492651
1765061796299,3.279763492651
1765061796363,3.279763492651
1765061796393,3.6004713063330205
1765061796423,3.6004713063330205
1765061796453,3.6004713063330205
1765061796517,3.6814978387810697
1765061796547,4.006341930744384
1765061796577,4.006341930744384
1765061796607,4.006341930744384
1765061796672,4.239947511792707
1765061796702,4.241852623669729
1765061796732,4.241852623669729
1765061796762,4.560964271817284
1765061796826,5.198226465886364
1765061796856,5.198226465886364
1765061796886,5.233822526075528
1765061796916,5.233822526075528
1765061796981,5.510661707396139
1765061797011,5.510661707396139
1765061797041,5.837393740613152
1765061797071,5.837393740613152
1765061797135,6.1622206775628
1765061797165,6.794093699795667
1765061797195,6.794093699795667
1765061797225,7.116706609745051
1765061797290,8.079121826510345
1765061797320,8.079121826510345
1765061797350,8.079121826510345
