timestamp_ms,side_cm
1765061800741,248.26751483315638
1765061800806,248.6111009258411
1765061800836,248.6111009258411
1765061800866,248.66099376212784
1765061800896,248.66099376212784
1765061800960,248.6111009258411
1765061800990,248.6111009258411
1765061801020,248.6111009258411
1765061801050,248.6111009258411
1765061801115,248.67213254840314
1765061801145,248.67213254840314
1765061801175,248.67213254840314
1765061801204,248.67213254840314
1765061801269,248.68450707321972
1765061801299,248.68450707321972
1765061801329,248.68450707321972
1765061801359,248.6111009258411
1765061801423,248.56819342692503
1765061801453,248.56819342692503
1765061801483,9.0717096059916
1765061801513,9.0717096059916
1765061801578,6.207994406191573
1765061801608,5.900965491531678
1765061801638,5.900965491531678
1765061801667,5.580583763596223
1765061801732,5.863790436431373
1765061801762,5.863790436431373
1765061801792,5.863790436431373
1765061801822,4.917250990674802
1765061801887,4.917250990674802
1765061801917,4.917250990674802
1765061801947,4.039706808919618
1765061801977,4.039706808919618
1765061802041,4.039706808919618
1765061802071,4.039706808919618
1765061802101,4.039706808919618
1765061802131,4.274582454146184
1765061802196,4.274582454146184
1765061802226,4.274582454146184
1765061802256,5.545622751105839
