timestamp_ms,side_cm
1765061885415,3.3073959114008176
1765061885480,2.9841651399856346
1765061885510,2.9841651399856346
1765061885540,2.983221177163614
1765061885570,2.983221177163614
1765061885634,2.9828950758073915
1765061885664,2.9828950758073915
1765061885694,2.9828950758073915
1765061885725,2.9828950758073915
1765061885789,2.983221177163614
1765061885819,4.9115185468590425
1765061885849,4.9115185468590425
1765061885879,4.9115185468590425
1765061885944,4.9115185468590425
1765061885974,4.525042110271897
1765061886004,4.525042110271897
1765061886034,4.27585250271477
1765061886099,4.27585250271477
1765061886129,4.525042110271897
1765061886159,4.525042110271897
1765061886189,4.9115185468590425
1765061886253,4.9115185468590425
1765061886283,4.92010003415453
1765061886313,4.92010003415453
1765061886343,4.92010003415453
1765061886408,8.471262040029615
1765061886438,247.94613766174825
1765061886468,247.94613766174825
1765061886498,247.94613766174825
1765061886563,247.94613766174825
1765061886593,248.0265463015112
1765061886623,248.0265463015112
1765061886653,248.0265463015112
1765061886718,248.39175777964374
1765061886748,248.39175777964374
1765061886778,248.39175777964374
1765061886808,248.39175777964374
1765061886873,248.054195906494
1765061886903,248.054195906494
1765061886933,248.054195906494
