timestamp_ms,front_cm
1765063924560,247.664939058189
1765063924625,247.664939058189
1765063924655,247.664939058189
1765063924685,247.66174674077854
1765063924715,247.66174674077854
1765063924779,247.66174674077854
1765063924809,247.66174674077854
1765063924839,247.64427480618653
1765063924869,247.64427480618653
1765063924934,247.65253020773548
1765063924964,247.65253020773548
1765063924994,247.65253020773548
1765063925024,247.65253020773548
1765063925088,247.65253020773548
1765063925118,247.65253020773548
1765063925148,247.63378821286767
1765063925178,247.63378821286767
1765063925242,247.63378821286767
1765063925272,247.63378821286767
1765063925302,247.64427480618653
1765063925332,247.64427480618653
1765063925397,247.64427480618653
1765063925427,247.64427480618653
1765063925457,247.64427480618653
1765063925487,247.64427480618653
1765063925551,247.64427480618653
1765063925581,247.64427480618653
1765063925611,247.64427480618653
1765063925641,247.64427480618653
1765063925706,247.23871311641048
1765063925736,247.23871311641048
1765063925766,247.23871311641048
1765063925796,16.601066215891933
1765063925861,16.51271109360573
1765063925891,16.51271109360573
1765063925921,6.804683262220691
1765063925951,6.804683262220691
1765063926015,5.521920643156932
1765063926045,5.521920643156932
1765063926075,5.521920643156932
